Warthog,Mammal
Water Buffalo,Mammal
Weasel,Mammal
Whistler,Mammal
Wildcat ,Mammal
Wildebeest ,Mammal
Wolf ,Mammal
Wolverine ,Mammal
Wombat ,Mammal
Wongai Ningaui,Mammal
Xerus,Mammal
Yak ,Mammal
Yapok,Mammal
Zebra ,Mammal
Zebu,Mammal
Reptiles,Reptile
Agama,Reptile
Alligator,Reptile
Anaconda,Reptile
Anole,Reptile
Basilisk,Reptile
Bearded Dragon,Reptile
Boa,Reptile
Chameleon,Reptile
Cobra,Reptile
Copperhead,Reptile
Death Adder,Reptile
Garter Snake,Reptile
Gecko,Reptile
Giant Tortoise,Reptile
Gila Monster,Reptile
Green Iguana,Reptile
Iguana,Reptile
King CObra,Reptile
Komodo Dragon,Reptile
Lizard,Reptile
Mamba,Reptile
Monitor Lizard,Reptile
Pogona,Reptile
Puff Adder,Reptile
Python,Reptile
Rattlesnake,Reptile
Skink,Reptile
Snake,Reptile
Tortoise,Reptile
Tuatara,Reptile
Viper,Reptile
Ant,Bug
Bee,Bug
Beetle,Bug
Butterfly,Bug
Caterpillar,Bug
Centipede,Bug
Cicada,Bug
Crane Fly,Bug
Cricket,Bug
Dragonfly,Bug
Flea,Bug
Fly,Bug
Grasshopper,Bug
Hissing Cockroach,Bug
Hornet,Bug
Hoverfly,Bug
Insect,Bug
Ladybug,Bug
Millipede,Bug
Mosquito,Bug
Moth,Bug
Praying Mantis,Bug
Scorpion,Bug
Spider,Bug
Stick Bug,Bug
Tarantula,Bug
Termite,Bug
Wasp,Bug
Widow Spider,Bug
Worm,Bug
Accentor,Bird
Albatross,Bird
American Sparrow,Bird
Anhinga,Bird
Avocet,Bird
Bald Eagle,Bird
Barbet,Bird
Bee-eater,Bird
Bird,Bird
Bird-of-paradise,Bird
Bittern,Bird
Bluebird,Bird
Booby,Bird
Bowerbird,Bird
Broadbill,Bird
Budgerigar,Bird
Bulbul ,Bird
Bunting,Bird
Bushshrike  ,Bird
Bustard,Bird
Buzzard,Bird
Caracara  ,Bird
Cardinal,Bird
Cassowary ,Bird
Chicken,Bird
Chough,Bird
Climbing Perch,Bird
Cockatiel ,Bird
Cockatoo,Bird
Coot,Bird
Cormorant ,Bird
Cotinga,Bird
Courser,Bird
Crane,Bird
Crow ,Bird
Cuckoo,Bird
Curlew,Bird
Dipper,Bird
Dodo,Bird
Dove,Bird
Duck,Bird
Eagle,Bird
Egret,Bird
Eider,Bird
Elephant Bird ,Bird
Falcon,Bird
Finch,Bird
Flamingo,Bird
Flowerpecker,Bird
Frigatebird,Bird
Frogmouth,Bird
Fulmar,Bird
Gallinule ,Bird
Gannet,Bird
Goose,Bird
Grackle,Bird
Grebe,Bird
Grouse,Bird
Gull,Bird
Harrier,Bird
Helmetshrike,Bird
Heron,Bird
Honeyeater ,Bird
Hornbill ,Bird
Hummingbird ,Bird
Ibis ,Bird
Icterid,Bird
Jacana,Bird
Jay,Bird
Kestrel,Bird
Kingbird ,Bird
Kingfisher ,Bird
Kite,Bird
Kiwi,Bird
Kookaburra,Bird
Lapwing,Bird
Long-Tailed Tit ,Bird
Longspur ,Bird
Loon ,Bird
Lory,Bird
Lovebird,Bird
Lyrebird,Bird
Macaw ,Bird
Magpie ,Bird
Mallard ,Bird
Manakin,Bird
Meadowlark,Bird
Megapode,Bird
Mockingbird,Bird
Moorhen,Bird
Motmot,Bird
Mousebird,Bird
Nighthawk ,Bird
Nightjar ,Bird
Nuthatch,Bird
Old World Babbler ,Bird
Old World Flycatcher ,Bird
Oriole,Bird
Osprey  ,Bird
Ostrich  ,Bird
Ovenbird  ,Bird
Owl  ,Bird
Parakeet  ,Bird
Parrot  ,Bird
Passenger Pigeon  ,Bird
Peacock  ,Bird
Peafowl  ,Bird
Pelican,Bird
Penguin,Bird
Pheasant,Bird
Pigeon,Bird
Pitohui,Bird
Plover,Bird
Potoo,Bird
Ptarmigan,Bird
Puffin,Bird
Quail,Bird
Quetzal,Bird
Rail,Bird
Raven,Bird
Rhea,Bird
Roadrunner  ,Bird
Robin  ,Bird
Roller  ,Bird
Rook  ,Bird
Sandgrouse  ,Bird
Shearwater,Bird
Shelduck  ,Bird
Shoebill  ,Bird
Skimmer,Bird
Skua,Bird
Snipe,Bird
Songbird  ,Bird
Sparrow  ,Bird
Spoonbill  ,Bird
Staring,Bird
Stone-curlew  ,Bird
Stork,Bird
Sunbird,Bird
Swallow  ,Bird
Swamphen  ,Bird
Swan  ,Bird
Swift  ,Bird
Tanager  ,Bird
Tapaculo  ,Bird
Tern,Bird
Thick-knee  ,Bird
Thornbill  ,Bird
Thrasher  ,Bird
Thrush  ,Bird
Tit,Bird
Toucan,Bird
Trogon,Bird
Trumpeter,Bird
Turaco  ,Bird
Turkey  ,Bird
Tyrant Flycatcher  ,Bird
Vanga,Bird
Vulture,Bird
Wader  ,Bird
Wagtail  ,Bird
Warbler,Bird
Waxwing,Bird
Weaver-finch  ,Bird
Whistling Duck  ,Bird
White-eye  ,Bird
Whydah  ,Bird
Wigeon,Bird
Woodchuck  ,Bird
Woodcock  ,Bird
Woodpecker  ,Bird
Woodswallow  ,Bird
Wren,Bird
Xenops,Bird
Yapok,Bird
Anemone    ,Aquatic
Angelfish    ,Aquatic
Archerfish,Aquatic
Arowana,Aquatic
Axolotl,Aquatic
Batfish,Aquatic
Betta,Aquatic
Bitterling,Aquatic
Blue Whale,Aquatic
Bullfrog,Aquatic
Cardinalfish,Aquatic
Carp,Aquatic
Catfish,Aquatic
Chimaera,Aquatic
Cichlid,Aquatic
Clam,Aquatic
Clownfish,Aquatic
Cocant,Aquatic
Conch,Aquatic
Crab,Aquatic
Crayfish,Aquatic
Crocodile,Aquatic
Cuttlefish,Aquatic
Dartfish,Aquatic
Discus,Aquatic
Dolphin,Aquatic
Dugong,Aquatic
Eagle Ray,Aquatic
Eel,Aquatic
Electric Eel    ,Aquatic
Electric Ray ,Aquatic
Fish,Aquatic
Flying Fish    ,Aquatic
Flying Frog,Aquatic
Frog,Aquatic
Gar,Aquatic
Goatfish    ,Aquatic
Goldfish ,Aquatic
Gourami,Aquatic
Hermit Crab,Aquatic
Jellyfish ,Aquatic
Knifefish ,Aquatic
Koi ,Aquatic
Lamprey,Aquatic
Leech,Aquatic
Lionfish,Aquatic
Loach,Aquatic
Lobster,Aquatic
Manatee,Aquatic
Manta Ray    ,Aquatic
Mantis Shrimp,Aquatic
Marine Angelfish    ,Aquatic
Marine Hatchetfish,Aquatic
Marlin  ,Aquatic
Minnow ,Aquatic
Moray Eel,Aquatic
Mudpuppy    ,Aquatic
Mudskipper    ,Aquatic
Mullet,Aquatic
Narwhal    ,Aquatic
Nautilus    ,Aquatic
Needlefish    ,Aquatic
Newt ,Aquatic
Octopus,Aquatic
Orca,Aquatic
Otter,Aquatic
Oyster,Aquatic
Paddlefish,Aquatic
Parrotfish,Aquatic
Penguin,Aquatic
Pike,Aquatic
Platypus,Aquatic
Poison Dart Frog,Aquatic
Porpoise,Aquatic
Prawn,Aquatic
Puffer Fish,Aquatic
Rainbowfish,Aquatic
River Dolphin,Aquatic
Rockfish,Aquatic
Sailfish,Aquatic
Salamander,Aquatic
Salmon,Aquatic
Sawfish,Aquatic
Sea Anemone    ,Aquatic
Sea Cucumber ,Aquatic
Sea Lion    ,Aquatic
Sea Otter    ,Aquatic
Sea Snake    ,Aquatic
Seadragon    ,Aquatic
Seahorse    ,Aquatic
Seal ,Aquatic
Shark,Aquatic
Shrimp    ,Aquatic
Skate ,Aquatic
Slug    ,Aquatic
Snail,Aquatic
Spiny Lobster,Aquatic
Sponge,Aquatic
Squid,Aquatic
Starfish,Aquatic
Stingray,Aquatic
Stonefish,Aquatic
Surgeonfish,Aquatic
Swordfish,Aquatic
Tadpole,Aquatic
Tarpon,Aquatic
Tetra,Aquatic
Toad,Aquatic
Toadfish,Aquatic
Tuna,Aquatic
Turtle,Aquatic
Urchin,Aquatic
Vaquita,Aquatic
Walleye    ,Aquatic
Walrus ,Aquatic
Whale,Aquatic
